recordID,mo,dy,yr,period,plot,stake,species,scientificName,country
14015,2,21,1988,119,18,15,AH,Ammospermophilus harrisi,UNITED STATES
14022,2,21,1988,119,24,21,AH,Ammospermophilus harrisi,UNITED STATES
14069,2,21,1988,119,23,62,AH,Ammospermophilus harrisi,UNITED STATES
14101,2,22,1988,119,2,12,AH,Ammospermophilus harrisi,UNITED STATES
14197,3,20,1988,120,18,15,AH,Ammospermophilus harrisi,HT
14251,3,20,1988,120,23,73,AH,Ammospermophilus harrisi,HT
14283,3,21,1988,120,13,27,AH,Ammospermophilus harrisi,HT
14369,4,18,1988,121,13,11,AH,Ammospermophilus harrisi,HT
14382,4,18,1988,121,17,33,AH,Ammospermophilus harrisi,HT
14458,5,14,1988,122,18,27,AH,Ammospermophilus harrisi,US
14512,5,15,1988,122,15,43,AH,Ammospermophilus  harrisi,US
14528,5,15,1988,122,2,64,AH,Ammospermophilus harrisi,US
14529,5,15,1988,122,13,64,AH,Ammospermophilus harrisi,US
14592,6,12,1988,123,2,16,AH,Ammospermophilus harrisi,US
14774,8,9,1988,125,21,54,AH,Ammospermophilus harrisi,HT
14840,8,10,1988,125,13,71,AH,Ammospermophilus harrisi,HT
14951,10,8,1988,127,21,35,AH,Ammospermophilus harrisi,HT
14965,10,8,1988,127,12,62,AH,Ammospermophilus harrisi,HT
15003,10,9,1988,127,15,53,AH,Ammospermophilus harrisi,HT
15051,11,5,1988,128,21,35,AH,Ammospermophilus harrisi,HT
15197,12,13,1988,129,20,52,AH,Ammospermophilus harrisi,ECUADOR
15245,12,14,1988,129,13,25,AH,Ammospermophilus harrisi,ECUADOR
15331,1,10,1989,130,20,31,AH,Ammospermophilus harrisi,ECUADOR
15419,1,11,1989,130,2,37,AH,Ammospermophilus harrisi,ECUADOR
15474,1,11,1989,130,13,73,AH,Ammospermophilus harrisi,ECUADOR
15507,2,4,1989,131,12,25,AH,Ammospermophilus harrisi,ECUADOR
15508,2,4,1989,131,12,26,AH,Ammospermophilus harrisi,ECUADOR
15510,2,4,1989,131,12,27,AH,Ammospermophilus harrisi,ECUADOR
15588,2,5,1989,131,7,22,AH,Ammospermophilus harrisi,ECUADOR
15624,2,5,1989,131,15,44,AH,Ammospermophilus harrisi,ECUADOR
15784,3,13,1989,132,13,76,AH,Ammospermophilus harrisi,ECUADOR
15950,4,2,1989,133,20,53,AH,Ammospermophilus harrisi,ECUADOR
15974,5,9,1989,134,24,14,AH,Ammospermophilus harrisi,ECUADOR
16098,6,3,1989,135,18,16,AH,Ammospermophilus harrisi,ECUADOR
16121,6,3,1989,135,18,47,AH,Ammospermophilus harrisi,ECUADOR
16128,6,3,1989,135,18,56,AH,Ammospermophilus harrisi,ECUADOR
16175,6,4,1989,135,15,34,AH,Ammospermophilus harrisi,ECUADOR
16184,6,4,1989,135,15,43,AH,Ammospermophilus harrisi,ECUADOR
16230,7,3,1989,136,7,32,AH,Ammospermophilus harrisi,ECUADOR
16240,7,3,1989,136,12,51,AH,Ammospermophilus harrisi,ECUADOR
16242,7,3,1989,136,7,51,AH,Ammospermophilus harrisi,ECUADOR
16260,7,3,1989,136,12,72,AH,Ammospermophilus harrisi,ECUADOR
16263,7,3,1989,136,23,73,AH,Ammospermophilus harrisi,ECUADOR
16288,7,4,1989,136,15,25,AH,Ammospermophilus harrisi,ECUADOR
16294,7,4,1989,136,8,33,AH,Ammospermophilus harrisi,ECUADOR
16404,7,30,1989,137,13,61,AH,Ammospermophilus harrisi,ECUADOR
16481,9,4,1989,138,14,65,AH,Ammospermophilus harrisi,ECUADOR
16496,10,7,1989,139,18,15,AH,Ammospermophilus harrisi,ECUADOR
16564,10,8,1989,139,15,45,AH,Ammospermophilus harrisi,ECUADOR
16572,10,8,1989,139,13,61,AH,Ammospermophilus harrisi,ECUADOR
16678,11,5,1989,140,14,32,AH,Ammospermophilus harrisi,ECUADOR
16688,11,5,1989,140,15,42,AH,Ammospermophilus harrisi,ECUADOR
16901,1,6,1990,142,12,37,AH,Ammospermophilus harrisi,ECUADOR
17020,1,29,1990,143,12,47,AH,Ammospermophilus harrisi,ECUADOR
17026,1,29,1990,143,20,52,AH,Ammospermophilus harrisi,ECUADOR
17204,2,25,1990,144,14,41,AH,Ammospermophilus harrisi,ECUADOR
17373,4,24,1990,146,18,15,AH,Ammospermophilus harrisi,ECUADOR
17416,4,25,1990,146,15,25,AH,Ammospermophilus harrisi,ECUADOR
17488,5,23,1990,147,18,15,AH,Ammospermophilus harrisi,ECUADOR
17513,5,24,1990,147,20,11,AH,Ammospermophilus harrisi,ECUADOR
17532,5,24,1990,147,17,53,AH,Ammospermophilus harrisi,ECUADOR
17533,5,24,1990,147,17,54,AH,Ammospermophilus harrisi,ECUADOR
17535,5,24,1990,147,17,55,AH,Ammospermophilus harrisi,ECUADOR
17557,5,25,1990,147,15,26,AH,Ammospermophilus harrisi,ECUADOR
17577,5,25,1990,147,6,76,AH,Ammospermophilus harrisi,ECUADOR
17804,8,17,1990,150,13,64,AH,Ammospermophilus harrisi,ECUADOR
17813,8,17,1990,150,15,74,AH,Ammospermophilus harrisi,ECUADOR
17828,9,22,1990,151,7,41,AH,Ammospermophilus harrisi,ECUADOR
17836,9,22,1990,151,7,53,AH,Ammospermophilus harrisi,ECUADOR
17865,9,25,1990,151,14,45,AH,Ammospermophilus harrisi,ECUADOR
17897,10,15,1990,152,12,33,AH,Ammospermophilus harrisi,ECUADOR
17969,10,17,1990,152,15,64,AH,Ammospermophilus harrisi,ECUADOR
18002,11,10,1990,153,23,51,AH,Ammospermophilus harrisi,ECUADOR
18049,11,11,1990,153,9,63,AH,Ammospermophilus harrisi,ECUADOR
18199,1,11,1991,155,21,14,AH,Ammospermophilus harrisi,ECUADOR
18227,1,11,1991,155,21,45,AH,Ammospermophilus harrisi,ECUADOR
18376,2,16,1991,156,12,77,AH,Ammospermophilus harrisi,ECUADOR
18462,3,13,1991,157,18,33,AH,Ammospermophilus harrisi,ECUADOR
18618,4,21,1991,158,1,37,AH,Ammospermophilus harrisi,ECUADOR
18713,5,14,1991,159,14,55,AH,Ammospermophilus harrisi,ECUADOR
18739,6,13,1991,160,24,15,AH,Ammospermophilus harrisi,ECUADOR
18745,6,13,1991,160,21,24,AH,Ammospermophilus harrisi,ECUADOR
18751,6,13,1991,160,21,35,AH,Ammospermophilus harrisi,ECUADOR
18761,6,13,1991,160,7,51,AH,Ammospermophilus harrisi,ECUADOR
18884,7,13,1991,161,13,43,AH,Ammospermophilus harrisi,ECUADOR
18910,8,7,1991,162,12,12,AH,Ammospermophilus harrisi,ECUADOR
18929,8,7,1991,162,7,31,AH,Ammospermophilus harrisi,ECUADOR
18933,8,7,1991,162,21,35,AH,Ammospermophilus harrisi,ECUADOR
18964,8,8,1991,162,4,16,AH,Ammospermophilus harrisi,ECUADOR
19055,9,10,1991,163,24,41,AH,Ammospermophilus harrisi,ECUADOR
19285,11,14,1991,165,11,43,AH,Ammospermophilus harrisi,ECUADOR
19289,11,14,1991,165,21,45,AH,Ammospermophilus harrisi,ECUADOR
19386,12,7,1991,166,19,24,AH,Ammospermophilus harrisi,ECUADOR
19424,12,7,1991,166,20,54,AH,Ammospermophilus harrisi,ECUADOR
19489,12,8,1991,166,15,26,AH,Ammospermophilus harrisi,ECUADOR
19817,3,7,1992,169,17,72,AH,Ammospermophilus harrisi,ECUADOR
19834,3,8,1992,169,14,33,AH,Ammospermophilus harrisi,ECUADOR
19853,3,8,1992,169,15,63,AH,Ammospermophilus harrisi,ECUADOR
20023,5,30,1992,172,21,35,AH,Ammospermophilus harrisi,ECUADOR
20035,5,30,1992,172,23,62,AH,Ammospermophilus harrisi,ECUADOR
20057,5,31,1992,172,15,34,AH,Ammospermophilus harrisi,ECUADOR
20058,5,31,1992,172,15,43,AH,Ammospermophilus harrisi,ECUADOR
20104,7,3,1992,173,7,51,AH,Ammospermophilus harrisi,ECUADOR
20274,8,29,1992,175,24,64,AH,Ammospermophilus harrisi,ECUADOR
20280,8,29,1992,175,20,74,AH,Ammospermophilus harrisi,ECUADOR
20335,9,26,1992,176,20,16,AH,Ammospermophilus harrisi,ECUADOR
20348,9,26,1992,176,19,43,AH,Ammospermophilus harrisi,ECUADOR
20355,9,26,1992,176,12,54,AH,Ammospermophilus harrisi,ECUADOR
20422,9,27,1992,176,9,76,AH,Ammospermophilus harrisi,ECUADOR
20460,10,18,1992,177,24,63,AH,Ammospermophilus harrisi,ECUADOR
20461,10,18,1992,177,23,64,AH,Ammospermophilus harrisi,UNITED STATES
20586,1,24,1993,179,17,33,AH,Ammospermophilus harrisi,UNITED STATES
20597,1,24,1993,179,23,62,AH,Ammospermophilus harrisi,UNITED STATES
20663,2,26,1993,180,13,11,AH,Ammospermophilus harrisi,AUSTRALIA
20876,5,23,1993,183,15,43,AH,Ammospermophilus harrisi,AUSTRALIA
20887,5,23,1993,183,14,72,AH,Ammospermophilus harrisi,AUSTRALIA
20903,6,18,1993,184,17,27,AH,Ammospermophilus harrisi,AUSTRALIA
20939,6,19,1993,184,14,27,AH,Ammospermophilus harrisi,AUSTRALIA
20945,6,19,1993,184,14,42,AH,Ammospermophilus harrisi,AUSTRALIA
20994,7,14,1993,185,7,71,AH,Ammospermophilus harrisi,AUSTRALIA
21008,7,15,1993,185,14,31,AH,Ammospermophilus harrisi,AUSTRALIA
21115,9,16,1993,187,23,63,AH,Ammospermophilus harrisi,AUSTRALIA
21163,10,15,1993,188,7,51,AH,Ammospermophilus harrisi,UNITED STATES
21266,11,14,1993,189,13,67,AH,Ammospermophilus harrisi,UNITED STATES
21274,12,14,1993,190,24,27,AH,Ammospermophilus harrisi,UNITED STATES
21296,12,14,1993,190,21,45,AH,Ammospermophilus harrisi,UNITED STATES
21330,2,1,1994,191,7,41,AH,Ammospermophilus harrisi,UNITED STATES
21339,2,1,1994,191,23,71,AH,Ammospermophilus harrisi,UNITED STATES
21371,2,3,1994,191,14,46,AH,Ammospermophilus harrisi,AUSTRALIA
21383,2,20,1994,192,17,11,AH,Ammospermophilus harrisi,AUSTRALIA
21427,2,22,1994,192,13,51,AH,Ammospermophilus harrisi,AUSTRALIA
21574,5,18,1994,195,23,62,AH,Ammospermophilus harrisi,AUSTRALIA
21578,5,18,1994,195,23,72,AH,Ammospermophilus harrisi,AUSTRALIA
21589,5,19,1994,195,8,37,AH,Ammospermophilus harrisi,AUSTRALIA
21600,5,19,1994,195,8,64,AH,Ammospermophilus harrisi,AUSTRALIA
21692,7,9,1994,197,13,55,AH,Ammospermophilus harrisi,AUSTRALIA
21758,9,6,1994,199,7,21,AH,Ammospermophilus harrisi,AUSTRALIA
21796,9,7,1994,199,8,55,AH,Ammospermophilus harrisi,AUSTRALIA
21804,9,7,1994,199,15,76,AH,Ammospermophilus harrisi,UNITED STATES
21811,10,12,1994,200,17,21,AH,Ammospermophilus harrisi,UNITED STATES
21824,10,12,1994,200,17,43,AH,Ammospermophilus harrisi,UNITED STATES
21899,11,1,1994,201,17,61,AH,Ammospermophilus harrisi,UNITED STATES
21906,11,2,1994,201,6,13,AH,Ammospermophilus harrisi,United States of America
21913,11,2,1994,201,15,34,AH,Ammospermophilus harrisi,United States of America
21983,12,5,1994,202,9,71,AH,Ammospermophilus harrisi,United States of America
22054,2,4,1995,204,12,33,AH,Ammospermophilus harrisi,United States of America
22059,2,4,1995,204,12,41,AH,Ammospermophilus harrisi,United States of America
22080,2,5,1995,204,15,24,AH,Ammospermophilus harrisi,UNITED STATES
22083,2,5,1995,204,15,33,AH,Ammospermophilus harrisi,UNITED STATES
22095,2,5,1995,204,14,71,AH,Ammospermophilus harrisi,UNITED STATES
22099,2,5,1995,204,15,73,AH,Ammospermophilus harrisi,UNITED STATES
22222,4,2,1995,206,15,73,AH,Ammospermophilus harrisi,UNITED STATES
22258,4,30,1995,207,8,13,AH,Ammospermophilus harrisi,UNITED STATES
22268,4,30,1995,207,8,35,AH,Ammospermophilus harrisi,UNITED STATES
22275,4,30,1995,207,15,45,AH,Ammospermophilus harrisi,UNITED STATES
22330,6,8,1995,208,16,32,AH,Ammospermophilus harrisi,UNITED STATES
22342,6,8,1995,208,15,44,AH,Ammospermophilus harrisi,UNITED STATES
22345,6,8,1995,208,16,53,AH,Ammospermophilus harrisi,UNITED STATES
22348,6,8,1995,208,13,55,AH,Ammospermophilus harrisi,UNITED STATES
22351,6,8,1995,208,15,62,AH,Ammospermophilus harrisi,UNITED STATES
22423,6,28,1995,209,15,72,AH,Ammospermophilus harrisi,UNITED STATES
22508,7,21,1995,210,5,45,AH,Ammospermophilus harrisi,UNITED STATES
22589,8,27,1995,211,5,14,AH,Ammospermophilus harrisi,UNITED STATES
22600,8,27,1995,211,8,22,AH,Ammospermophilus harrisi,UNITED STATES
22609,8,27,1995,211,15,26,AH,Ammospermophilus harrisi,UNITED STATES
22644,8,27,1995,211,6,66,AH,Ammospermophilus harrisi,UNITED STATES
22698,9,23,1995,212,12,42,AH,Ammospermophilus harrisi,UNITED STATES
22704,9,23,1995,212,19,46,AH,Ammospermophilus harrisi,UNITED STATES
22710,9,23,1995,212,20,52,AH,Ammospermophilus harrisi,UNITED STATES
22736,9,24,1995,212,8,11,AH,Ammospermophilus harrisi,UNITED STATES
22771,9,24,1995,212,15,35,AH,Ammospermophilus harrisi,UNITED STATES
22885,10,28,1995,213,20,53,AH,Ammospermophilus harrisi,UNITED STATES
22893,10,28,1995,213,23,62,AH,Ammospermophilus harrisi,UNITED STATES
22940,10,29,1995,213,15,33,AH,Ammospermophilus harrisi,UNITED STATES
23093,12,3,1995,214,15,56,AH,Ammospermophilus harrisi,UNITED STATES
23095,12,3,1995,214,15,57,AH,Ammospermophilus harrisi,UNITED STATES
23111,12,3,1995,214,14,75,AH,Ammospermophilus harrisi,UNITED STATES
23113,12,3,1995,214,13,-99,AH,Ammospermophilus harrisi,UNITED STATES
23122,12,21,1995,215,22,21,AH,Ammospermophilus harrisi,UNITED STATES
23165,12,21,1995,215,17,66,AH,Ammospermophilus harrisi,UNITED STATES
23198,12,22,1995,215,14,55,AH,Ammospermophilus harrisi,UNITED STATES
23274,1,28,1996,216,13,15,AH,Ammospermophilus harrisi,UNITED STATES
23275,1,28,1996,216,5,21,AH,Ammospermophilus harrisi,UNITED STATES
23297,1,28,1996,216,4,42,AH,Ammospermophilus harrisi,UNITED STATES
23356,2,24,1996,217,17,16,AH,Ammospermophilus harrisi,UNITED STATES
23517,3,23,1996,218,17,26,AH,Ammospermophilus harrisi,UNITED STATES
23537,3,23,1996,218,23,41,AH,Ammospermophilus harrisi,UNITED STATES
23582,3,23,1996,218,24,67,AH,Ammospermophilus harrisi,UNITED STATES
23593,3,23,1996,218,12,74,AH,Ammospermophilus harrisi,UNITED STATES
23613,3,24,1996,218,9,22,AH,Ammospermophilus harrisi,UNITED STATES
23677,4,14,1996,219,20,36,AH,Ammospermophilus harrisi,UNITED STATES
23714,4,14,1996,219,7,67,AH,Ammospermophilus harrisi,INDIA
23808,4,15,1996,219,15,45,AH,Ammospermophilus harrisi,AUSTRALIA
23827,4,15,1996,219,15,53,AH,Ammospermophilus harrisi,AUSTRALIA
23854,4,15,1996,219,15,63,AH,Ammospermophilus harrisi,AUSTRALIA
23861,4,15,1996,219,16,66,AH,Ammospermophilus harrisi,AUSTRALIA
23876,4,15,1996,219,16,75,AH,Ammospermophilus harrisi,AUSTRALIA
23906,5,23,1996,220,21,34,AH,Ammospermophilus harrisi,AUSTRALIA
23919,5,23,1996,220,21,47,AH,Ammospermophilus harrisi,AUSTRALIA
24051,6,13,1996,221,21,44,AH,Ammospermophilus harrisi,AUSTRALIA
24104,6,14,1996,221,9,24,AH,Ammospermophilus harrisi,AUSTRALIA
24194,7,20,1996,222,23,33,AH,Ammospermophilus harrisi,AUSTRALIA
24213,7,20,1996,222,23,57,AH,Ammospermophilus harrisi,AUSTRALIA
24337,8,15,1996,223,6,15,AH,Ammospermophilus harrisi,AUSTRALIA
24551,10,12,1996,225,21,25,AH,Ammospermophilus harrisi,AUSTRALIA
24620,10,13,1996,225,15,34,AH,Ammospermophilus harrisi,AUSTRALIA
24958,2,8,1997,228,21,35,AH,Ammospermophilus harrisi,AUSTRALIA
25021,2,8,1997,228,12,77,AH,Ammospermophilus harrisi,United States of America
25687,5,10,1997,231,20,11,AH,Ammospermophilus harrisi,UNITED STATES
25726,5,10,1997,231,20,24,AH,Ammospermophilus harrisi,UNITED STATES
25747,5,10,1997,231,20,35,AH,Ammospermophilus harrisi,UNITED STATES
25759,5,10,1997,231,20,41,AH,Ammospermophilus harrisi,UNITED STATES
25880,5,11,1997,231,15,35,AH,Ammospermophilus harrisi,United States of America
25892,5,11,1997,231,15,44,AH,Ammospermophilus harrisi,UNITED STATES
26014,6,9,1997,232,24,67,AH,Ammospermophilus harrisi,UNITED STATES
26056,6,10,1997,232,7,21,AH,Ammospermophilus harrisi,INDIA
26094,6,10,1997,232,9,51,AH,Ammospermophilus harrisi,UNITED STATES
26106,6,10,1997,232,17,62,AH,Ammospermophilus harrisi,UNITED STATES
26122,6,10,1997,232,9,72,AH,Ammospermophilus harrisi,UNITED STATES
26128,6,10,1997,232,9,74,AH,Ammospermophilus harrisi,UNITED STATES
26136,6,10,1997,232,17,77,AH,Ammospermophilus harrisi,UNITED STATES
26183,6,11,1997,232,15,42,AH,Ammospermophilus harrisi,UNITED STATES
26506,7,9,1997,233,9,73,AH,Ammospermophilus harrisi,UNITED STATES
26638,7,29,1997,234,22,67,AH,Ammospermophilus harrisi,UNITED STATES
26716,7,30,1997,234,14,43,AH,Ammospermophilus harrisi,UNITED STATES
26721,7,30,1997,234,14,47,AH,Ammospermophilus harrisi,UNITED STATES
26738,7,30,1997,234,6,61,AH,Ammospermophilus harrisi,UNITED STATES
26751,7,30,1997,234,3,66,AH,Ammospermophilus harrisi,UNITED STATES
26811,9,27,1997,235,17,36,AH,Ammospermophilus harrisi,UNITED STATES
26836,9,27,1997,235,20,54,AH,Ammospermophilus harrisi,UNITED STATES
26879,9,28,1997,235,14,16,AH,Ammospermophilus harrisi,HT
26994,10,25,1997,236,24,33,AH,Ammospermophilus harrisi,HT
26997,10,25,1997,236,20,34,AH,Ammospermophilus harrisi,HT
26998,10,25,1997,236,21,36,AH,Ammospermophilus harrisi,HT
27041,10,25,1997,236,20,71,AH,Ammospermophilus harrisi,HT
27074,10,26,1997,236,14,25,AH,Ammospermophilus harrisi,US
27095,10,26,1997,236,9,45,AH,Ammospermophilus harrisi,US
27144,11,22,1997,237,7,14,AH,Ammospermophilus harrisi,US
27190,11,22,1997,237,15,34,AH,Ammospermophilus harrisi,US
27193,11,22,1997,237,21,35,AH,Ammospermophilus harrisi,US
27203,11,22,1997,237,7,37,AH,Ammospermophilus harrisi,HT
27266,11,22,1997,237,20,71,AH,Ammospermophilus harrisi,HT
27336,12,28,1997,238,17,54,AH,Ammospermophilus harrisi,HT
27462,1,31,1998,239,17,61,AH,Ammospermophilus harrisi,HT
27547,3,1,1998,240,17,16,AH,Ammospermophilus harrisi,HT
27571,3,1,1998,240,17,44,AH,Ammospermophilus harrisi,HT
27628,3,2,1998,240,8,37,AH,Ammospermophilus harrisi,ECUADOR
27646,3,2,1998,240,9,61,AH,Ammospermophilus harrisi,ECUADOR
27956,5,29,1998,243,15,32,AH,Ammospermophilus harrisi,ECUADOR
27959,5,29,1998,243,8,34,AH,Ammospermophilus harrisi,ECUADOR
27971,5,29,1998,243,15,44,AH,Ammospermophilus harrisi,ECUADOR
27998,5,29,1998,243,11,65,AH,Ammospermophilus harrisi,ECUADOR
28011,5,29,1998,243,11,77,AH,Ammospermophilus harrisi,ECUADOR
28014,6,27,1998,244,22,11,AH,Ammospermophilus harrisi,ECUADOR
28045,6,27,1998,244,20,41,AH,Ammospermophilus harrisi,ECUADOR
28047,6,27,1998,244,19,43,AH,Ammospermophilus harrisi,ECUADOR
28098,6,28,1998,244,13,14,AH,Ammospermophilus harrisi,ECUADOR
28102,6,28,1998,244,13,17,AH,Ammospermophilus harrisi,ECUADOR
28106,6,28,1998,244,15,23,AH,Ammospermophilus harrisi,ECUADOR
28114,6,28,1998,244,14,33,AH,Ammospermophilus harrisi,ECUADOR
28158,6,28,1998,244,16,74,AH,Ammospermophilus harrisi,ECUADOR
28333,8,22,1998,246,7,44,AH,Ammospermophilus harrisi,ECUADOR
28335,8,22,1998,246,7,64,AH,Ammospermophilus harrisi,ECUADOR
28548,9,20,1998,247,1,72,AH,Ammospermophilus harrisi,ECUADOR
28612,9,20,1998,247,14,32,AH,Ammospermophilus harrisi,ECUADOR
28632,9,21,1998,247,15,41,AH,Ammospermophilus harrisi,ECUADOR
28702,10,24,1998,248,19,43,AH,Ammospermophilus harrisi,ECUADOR
28713,10,24,1998,248,21,35,AH,Ammospermophilus harrisi,ECUADOR
